Id,PostTypeId,AcceptedAnswerId,creationDate,CurrentDate,Days,Score,ViewCount,Body,LastActivityDate,Title,Tags,AnswerCount,CommentCount,Class
769674,1,,20-04-2009,23-10-2020,4204,1,698,"<pre><code>CREATE TABLE DEPARTMENTS (
dept_num                 NUMBER          (8)                                                 
dept_name               VARCHAR2         (20) NOT NULL,           
dept_loc                    VARCHAR2         (25),
dept_phone             CHAR                   (13),
CONSTRAINT dept_num_pk PRIMARY KEY (dept_num)
) ;


CREATE TABLE JOB_HISTORY (
rank                              CHAR                 (20),                                          
date_attendance        NUMERIC          (10) NOT NULL,
fac_num                      INTEGER         (8),  
CONSTRAINT rank_pk PRIMARY KEY (rank),
CONSTRAINT fk_fac_num FOREIGN  KEY (fac_num) REFERENCES FACULTY (fac_num)
) ;


CREATE TABLE FACULTY (
fac_num                        INTEGER      (8),                                                   
fac_name                      CHAR             (15)      NOT NULL,
fac_last_name             CHAR              (15)      NOT NULL,
street                             VARCHAR2   (30),
city                                 VARCHAR2   (20),
state                              VARCHAR2    (2),
zip_code                       VARCHAR2    (10),
salary                            NUMERIC       (6,2),
earn_ytd                      NUMERIC       (6,2),
start_date                    DATE                          NOT NULL,
degree                          VARCHAR2      (15)   NOT NULL,
field                              CHAR                (15)   NOT NULL,
curr_rank                     CHAR                (20)  NOT NULL ,
dept_num                   NUMBER          (8),
CONSTRAINT fac_num_pk PRIMARY KEY (fac_num),
CONSTRAINT fk_curr_rank FOREIGN KEY (curr_rank) REFERENCES JOB_HISTORY (rank),
CONSTRAINT fk_dept_num FOREIGN KEY (dept_num)  REFERENCES DEPARTMENTS (dept_num)
);

CREATE TABLE SPEAKING_TOPICS (
code                         CHAR                    (10),                                               
title                          CHAR                    (20) NOT NULL,
last_given               CHAR                    (20),
time_given             NUMBER             (3),
fac_num_fke          INTEGER             (8),
CONSTRAINT code_pk PRIMARY KEY (code),
CONSTRAINT fk_fac_num  FOREIGN KEY (fac_num) REFERENCES FACULTY (fac_num)
) ;


CREATE TABLE FACULTY ( fac_num INTERG ORA-00907: missing right parenthesis -  
3 0.08 CREATE TABLE JOB_HISTORY ( rank  ORA-00907: missing right parenthesis -  
4 0.09 CREATE TABLE SPEAKING_TOPICS ( code  ORA-00907: missing right parenthesis 
</code></pre>
",4/2/2011 4:58,Why does this table-creation script give me errors?,<sql><oracle><ora-00907>,5,1,0
16651355,1,,20-05-2013,23-10-2020,2713,1,474,"<p>I am trying to track down an occasional error from the query log:</p>

<blockquote>
  <p>SQLSTATE[HY000]: General error: 1 OCIStmtExecute: ORA-00001: unique constraint (FOO.BAR) violated</p>
</blockquote>

<p>It seems to happen when the application attempts to execute the following query within a transaction:</p>

<pre><code>SET CONSTRAINT foo.bar DEFERRED
</code></pre>

<p>The constraint in question was created using the following DDL:</p>

<pre><code>ALTER TABLE baz
ADD CONSTRAINT bar
UNIQUE (quux, duux)
DEFERRABLE
INITIALLY IMMEDIATE
USING INDEX
TABLESPACE tuux
</code></pre>

<p>Essentially, the code that runs this query is doing the following:</p>

<ul>
<li>Begin a transaction</li>
<li>Defer the constraint</li>
<li>Make necessary updates</li>
<li>Undefer the constraint</li>
<li>Commit the updates</li>
</ul>

<p>My question is: how can the <code>SET CONSTRAINT</code> query above possibly cause a unique constraint violation?  I am sure that this is the problematic query, as I have the stacktrace for the exception.</p>
",5/20/2013 17:32,Oracle error when deferring constraint,<sql><oracle><constraints><ddl><unique-constraint>,1,2,0
896356,1,1404592,22-05-2009,23-10-2020,4172,9,51915,"<p>here's the stored procedure i wrote.In this proc ""p_subjectid"" is an array of numbers passed from the front end.</p>

<pre><code>PROCEDURE getsubjects(p_subjectid subjectid_tab,p_subjects out refCursor) 
       as

       BEGIN

            open p_subjects for select * from empsubject where subject_id in
            (select column_value from table(p_subjectid));
            --select * from table(cast(p_subjectid as packg.subjectid_tab))
      END getsubjects;
</code></pre>

<p>This is the error i am getting.</p>

<pre><code>Oracle error ORA-22905: cannot access rows from a non-nested table item OR
</code></pre>

<p>as i have seen in different post,i tried casting ""cast(p_subjectid as packg.subjectid_tab)"" inside table function as given in the comment below.But i am getting another error: <code>ORA-00902: invalid datatype</code>.</p>

<p>And this is the definition of the ""subjectid_tab"".</p>

<pre><code>type subjectid_tab is table of number index by binary_integer;
</code></pre>

<p>Can anyone please tell me what's the error.Is anything wrong with the my procedure.</p>
",4/30/2018 9:19,Oracle error ORA-22905: cannot access rows from a non-nested table item,<oracle10g>,5,0,1
16701867,1,,22-05-2013,23-10-2020,2711,1,637,"<p>I have configured error page for HTTP 404 error in web.xml like this</p>

<pre><code>&lt;error-page&gt;
&lt;error-code&gt;404&lt;/error-code&gt;
&lt;location&gt;/Common/error.jspx&lt;/location&gt;
&lt;/error-page&gt;
</code></pre>

<p>Faces Servlet is configured as follows</p>

<pre><code>&lt;servlet-mapping&gt;
&lt;servlet-name&gt;Faces Servlet&lt;/servlet-name&gt;
&lt;url-pattern&gt;/faces/*&lt;/url-pattern&gt;
&lt;/servlet-mapping&gt;
</code></pre>

<p>My error page (error.jspx) looks like this</p>

<pre><code>&lt;?xml version='1.0' encoding='UTF-8'?&gt;
&lt;jsp:root xmlns:jsp=""http://java.sun.com/JSP/Page"" version=""2.1"" xmlns:f=""http://java.sun.com/jsf/core""
      xmlns:h=""http://java.sun.com/jsf/html"" xmlns:trh=""http://myfaces.apache.org/trinidad/html""
      xmlns:tr=""http://myfaces.apache.org/trinidad"" xmlns:c=""http://java.sun.com/jsp/jstl/core""&gt;
&lt;jsp:directive.page contentType=""text/html;charset=UTF-8""/&gt;
&lt;html&gt;
  &lt;head&gt;
    &lt;title&gt;Error Page&lt;/title&gt;
    &lt;meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8""/&gt;
  &lt;/head&gt;
  &lt;body id=""b1""&gt;

      &lt;h4 style=""color:red""&gt;An Error Occured. Please click Back button or Signout.&lt;/h4&gt;
      &lt;input type=""button"" value=""Back"" onclick=""history.back()""/&gt;
      &lt;tr:commandButton id=""cb1"" text=""SIGN OUT"" action=""exit"" actionListener=""#{Login.LogOut}""/&gt;    
  &lt;/body&gt;
&lt;/html&gt;
</code></pre>

<p></p>

<p>When I deploy application and run into 404 error, page displays error message with only Back button. I don't see SingOut button. I have checked url and it follows /faces/* pattern. Still to double check, I made a change and configured servlet mapping in web.xml as</p>

<pre><code> &lt;servlet-mapping&gt;
 &lt;servlet-name&gt;Faces Servlet&lt;/servlet-name&gt;
  &lt;url-pattern&gt;/faces/*&lt;/url-pattern&gt;
  &lt;url-pattern&gt;*.jspx&lt;/url-pattern&gt;
&lt;/servlet-mapping&gt;
</code></pre>

<p>Still commandButton is not rendered. I understand that my error page don't have access to FacesContext or not going through Faces Servlet. I know this is a small issue, but couldn't figure out what can be done. I have also tried using .xhtml and .jsf as per googled suggestion. But no luck
I have tried different solutions to my problem and googled for solutions. But I couldn't get it resolved. </p>

<p>So can you please provide any suggestions...</p>
",6/17/2014 20:33,jsf tag not rendered in error page,<java><jsf-2><web.xml><oracle-adf><jdeveloper>,0,2,0
56975200,1,56976160,10/7/2019,23-10-2020,471,1,109,"<p>When I deployment don't get any problem to run, but when I trying run with apache wsgi got this error: DatabaseError: DPI-1047: Cannot locate a 64-bit Oracle Client library: ""libclntsh.so: cannot open shared object file: No such file or directory""</p>

<p>Tried to use ldconfig and setup on environment LD_LIBRARY_PATH but didn't worked. The server is a linux x64 with cx_oracle 7.2.0 and django 1.11.22 with python 2.7.15+ and installing libaio.</p>

<pre><code>root@webservice:/opt/instantclient_11_2# ls -la
lrwxrwxrwx 1 root root        17 Jul 10 15:41 libclntsh.so -&gt; libclntsh.so.11.1
-rwxrwxr-x 1 root root  53865194 Aug 24  2013 libclntsh.so.11.1
-r-xr-xr-x 1 root root   7996693 Aug 24  2013 libnnz11.so
lrwxrwxrwx 1 root root        15 Jul 10 15:41 libocci.so -&gt; libocci.so.11.1
-rwxrwxr-x 1 root root   1973074 Aug 24  2013 libocci.so.11.1
-rwxrwxr-x 1 root root 118738042 Aug 24  2013 libociei.so
-r-xr-xr-x 1 root root    164942 Aug 24  2013 libocijdbc11.so
-r--r--r-- 1 root root   2091135 Aug 24  2013 ojdbc5.jar
-r--r--r-- 1 root root   2739616 Aug 24  2013 ojdbc6.jar
-rwxrwxr-x 1 root root    192365 Aug 24  2013 uidrvci
-rw-rw-r-- 1 root root     66779 Aug 24  2013 xstreams.jarre


root@webservice:/opt/instantclient_11_2# cat /etc/ld.so.conf.d/oracle-instantclient.conf
/opt/instantclient_11_2
</code></pre>
",7/10/2019 17:53,Import error: oracle client library with python wsgi,<python><django><oracle><apache>,1,2,0
8782842,1,,9/1/2012,23-10-2020,3210,9,103291,"<p>Whenever I try to login into SQL*Plus (11g Standar Edition Win 64) I get an error related to some connection error.</p>

<p>I try to login as sys as sysdba and provide the password. </p>

<p>All the services are started. I'm on Windows 7.</p>

<p>Any help would be appreciated.</p>

<p><img src=""https://i.stack.imgur.com/9byNL.png"" alt=""enter image description here""></p>
",5/17/2020 3:55,TNS Protocol adapter error while starting Oracle SQL*Plus,<oracle><oracle11g><sqlplus>,11,3,1
40864705,1,,29-11-2016,23-10-2020,1424,2,1875,"<p>I just got a very simple algorithm for calculating the effort of a binary search. And when executed it a few times to get an average, following error appeared:</p>

<pre><code>    ERROR: JDWP Unable to get JNI 1.2 environment, jvm-&gt;GetEnv() return code = -2
    JDWP exit error AGENT_ERROR_NO_JNI_ENV(183):  [util.c:840]
</code></pre>

<p>So now I know from <a href=""https://stackoverflow.com/questions/2225737/error-jdwp-unable-to-get-jni-1-2-environment"">this</a> thread, that it's a unsolved <a href=""http://bugs.java.com/view_bug.do?bug_id=6476706"" rel=""nofollow noreferrer"">bug</a> from oracle. Which randomly occoures and which will not be fixed in the near future.</p>

<p>So my question is: is there any way to avoid this (and other bugs like this), like any exception handling magic, which is till now unknown for me ?</p>
",11/29/2016 11:24,"ERROR: JDWP Unable to get JNI 1.2 environment, jvm->GetEnv() return code = -2 JDWP exit error AGENT_ERROR_NO_JNI_ENV(183): [util.c:840]",<java><eclipse><oracle><debugging>,0,1,0
32771203,1,32771503,24-09-2015,23-10-2020,1856,3,6297,"<p>When running the following statement I receive an error using Oracle 11g.</p>

<pre><code>CREATE OR REPLACE TRIGGER autoincrement_sm_users_id BEFORE INSERT ON SM_USERS FOR EACH ROW BEGIN SELECT sm_users_id.NEXTVAL INTO : new.id FROM dual; END;
</code></pre>

<p>The error is:</p>

<pre><code>Error(5): PLS-00801: internal error [ph2csql_strdef_to_diana:bind]
</code></pre>
",7/12/2019 18:23,Error(5): PLS-00801: internal error [ph2csql_strdef_to_diana:bind],<sql><oracle11g>,2,9,0
8871116,1,8871164,15-01-2012,23-10-2020,3204,5,58294,"<p>I'm doing tutorial from website <a href=""http://www.plsqltutorial.com/plsql-procedure/"" rel=""nofollow"">http://www.plsqltutorial.com/plsql-procedure/</a>.  I have run the code on apex:</p>

<pre><code>CREATE OR REPLACE PROCEDURE adjust_salary(
    in_employee IN EMPLOYEES.EMPLOYEE_ID%TYPE,
    in_percent IN NUMBER
) IS
BEGIN
    UPDATE EMPLOYEES
    SET salary = salary + salary * in_percent / 100
    WHERE employee_id = in_employee_id;
END;
</code></pre>

<p>but I got error:</p>

<pre><code>Error at line 6: PL/SQL: SQL Statement ignored

4. ) IS
5. BEGIN
6.  UPDATE EMPLOYEES
7.  SET salary = salary + salary * in_percent / 100
8.  WHERE employee_id = in_employee_id;
</code></pre>

<p>I have checked and table employees is there.  What is the problem and how to fix it?</p>
",10/9/2020 11:46,PL/SQL procedure statement ignored error,<oracle><plsql>,4,0,1
16814465,1,,29-05-2013,23-10-2020,2704,1,527,"<p>I'm working on java j2ee app. Every time when there is DB activity and DB is restarted the application goes down and we are force to bounce the app server. Once app server is bounced it works fine</p>

<p>Regards
Pawan</p>
",5/29/2013 15:16,application shows connection error when db is restarted,<jakarta-ee><jdbc><jboss><oracle11g><database-connection>,1,0,0
8871447,1,8871543,15-01-2012,23-10-2020,3204,1,1415,"<p>I'm following a tutorial on PL/SQL <a href=""http://www.plsqltutorial.com/plsql-procedure/"" rel=""nofollow"">http://www.plsqltutorial.com/plsql-procedure/</a>.  I have created procedure with the following code on apex:</p>

<pre><code>CREATE OR REPLACE PROCEDURE adjust_salary(
    in_employee_id IN EMPLOYEES.EMPLOYEE_ID%TYPE,
    in_percent IN NUMBER
) IS
BEGIN
    UPDATE EMPLOYEES
    SET salary = salary + salary * in_percent / 100
    WHERE employee_id = in_employee_id;
END;
</code></pre>

<p>However when I try to run</p>

<pre><code>exec adjust_salary(200,5);
</code></pre>

<p>I got error</p>

<pre><code>ORA-00900: invalid SQL statement.  
</code></pre>

<p>What is the problem and how to fix it?</p>
",6/21/2013 13:40,PLSQL procedure execution error invalid statement,<oracle><plsql><ora-00900>,1,2,0
24998122,1,,28-07-2014,23-10-2020,2279,1,192,"<p>I am currently using TOra as a query browser.  </p>

<p>When I run the following query, I get an <code>ORA-00936 missing expression</code> error. This occurs even though I have set values for the bind variables.</p>

<pre><code>SELECT DISTINCT 
    L.LOG_ID,
    L.EVENT_ARG4,
    L.EVENT_TYPE,
    L.EVENT_ARG1,
    L.EVENT_ARG3,
    L.PROD_ITEM_ID,
    TRUNC(L.LOG_DATE) AS LOG_DATE
FROM 
    EVENTLOG L
WHERE 
    L.LOG_DATE &gt;= TO_DATE(:report_start_date, 'YYYY/MM/DD') AND 
    L.LOG_DATE &lt; TO_DATE(:report_end_date, 'YYYY/MM/DD')  
</code></pre>

<p>What would be causing this problem?</p>
",7/30/2014 4:26,TOra errors on usage of date function,<sql><oracle><tora>,1,1,0
1081297,1,,4/7/2009,23-10-2020,4129,1,399,"<p>In case management and workflow systems this seems to come up a lot.  The need to provide a comprehensive list of each business message in the 'system' and provide its possible cause(s) and corrective action(s).  </p>

<p>A vendor example is Oracle:  All their errors have a naming convention (e.g. ORA-00237) and they have documented every possible ORA-XXXXX error).</p>

<p>How do you 'mandate' this in your development process without creating an undue burden on the team? Example problem domains would be software like a loan application, Corporate Tax Preparation application, Determining Eligibility for an entitlement program etc..</p>
",7/12/2010 13:41,"What is an effective way to track, identify and report every 'error message' raised by your application?",<c#><java><oracle><error-handling>,2,2,0
8905256,1,8905351,18-01-2012,23-10-2020,3201,1,331,"<p>I need some help with this query:</p>

<pre><code>update MSG_TRACE set MSG_SENT_STATUS = 'INIT',ERROR_CODE = 0,RETRY_COUNT = 0 where MSG_RECEIVED_TIME &gt;= '16-01-2012 00:00:00,000000' and OPER_TXN_ID like 'CAP%' and MSG_SENT_STATUS in ('FAILED','ERROR');
</code></pre>

<p>It gives me this error: <strong>ORA-01843: not a valid month</strong></p>

<p>The MSG_RECEIVED_TIME is in the format DD/MM/YYYY HH:MM:SS.mmmmmm
like 16/01/2012 02:46:34.729643 PM</p>

<p>thank you very much in advance</p>
",1/18/2012 5:03,error with date in query?,<sql><oracle>,3,5,0
25027264,1,25027309,30-07-2014,23-10-2020,2277,2,695,"<p>I am trying to create a table, but keep getting the following error message: <code>Warning: oci_execute(): ORA-00907: missing right parenthesis in ... on line 14</code></p>

<p>The following is the code that deals with this issue:</p>

<pre><code>$stid = oci_parse($conn, 'CREATE TABLE tags (
                            id INT NOT NULL auto_increment, 
                            PRIMARY KEY(id), 
                            name VARCHAR2(64) NOT NULL)') 
        or die(oci_error($conn));
oci_execute($stid) or die(oci_error($conn));
</code></pre>

<p>Line 14 is <code>oci_execute($stid) or die(oci_error($conn));</code>.</p>

<p>I am new to Oracle and don't understand this error. I used Google and found numerous posts on StackOverflow too, but none of those answers were able to solve this problem and properly create a new table.</p>

<p>What am I doing wrong here?</p>
",7/30/2014 1:24,"Creating table in Oracle yields a ""Missing right parenthesis"" error",<sql><oracle>,1,1,0
8905840,1,8906956,18-01-2012,23-10-2020,3201,13,25356,"<p>I have a table:
 abc_test with columns n_num, k_str.</p>

<p>This query doesnt work:</p>

<pre><code>    select distinct(n_num) from abc_test order by(k_str)
</code></pre>

<p>But this one works:</p>

<pre><code>    select n_num from abc_test order by(k_str)
</code></pre>

<p>How do DISTINCT and ORDER BY keywords work internally that output of both the queries is changed?</p>
",5/24/2019 21:59,Using distinct on a column and doing order by on another column gives an error,<sql><oracle><sql-order-by><distinct><oracle9i>,11,2,1
41004867,1,41005032,6/12/2016,23-10-2020,1417,1,48,"<p>I worte this following code to create my table, but every time I run it, it gives "" invalid identifier "" error.  Couldn't come up with a solution.</p>

<pre><code>CREATE TABLE LIPS(
    PRODUCT_ID NUMBER(6) PRIMARY KEY NOT NULL,
    PRODUCT_TYPE VARCHAR2(10) NOT NULL,
    PRODUCT_NAME VARCHAR2(10) NOT NULL,
    BRAND VARCHAR2(15) NOT NULL,
    SHADE VARCHAR2(20) NOT NULL,
    SIZE VARCHAR2(10) NOT NULL,
    PRICE NUMBER(10) NOT NULL
);
</code></pre>
",12/6/2016 22:41,Identifier error in Oracle,<sql><oracle11g>,2,0,0
49234659,1,49250617,12/3/2018,23-10-2020,956,1,2312,"<p>I would like to know the significance of ERRORS=n in a control file. 
Can we use this option to fail the SQL loader if it crosses a particular value(101 or higher in this case)?
How can I handle the exit status from the failed scenario in Unix?
What happens to SQL loader when it reaches the number of errors?</p>

<p>Consider the below example :</p>

<pre><code>SQLLDR CONTROL=sample.ctl, LOG=sample.log, BAD=baz.bad, DATA=etc.dat 
USERID=scott/tiger, ERRORS=100, LOAD=2000, DISCARD=toss.dsc,
DISCARDMAX=5
</code></pre>
",3/14/2018 9:46,errors=n in sql loader,<oracle><shell><unix><sql-loader>,2,1,0
41035110,1,41035291,8/12/2016,23-10-2020,1415,2,948,"<p>The error is oddly specific, but I've just about honed in where it's occurring. The standard fix doesn't seem to be working though.</p>

<p>Here's where the error occurs. It's a big statement, so I'm just posting where I've found the error</p>

<pre><code> CREATE OR REPLACE VIEW SalesInvoiceDoc 
 AS 
 ( SELECT si.salinv_Num, si.salinv_Terms, si.salinv_SaleDate, 
          es.empName AS SalesAgent, man.empName AS ApprovingManager,
          si.salinv_ApproveDate, ...

 ... FROM service_invoice si
 JOIN employee es
    ON (es.empID = si.salinv_EmpID)
 JOIN employee man
    ON (man.empID = si.salinv_ManID)
</code></pre>

<p>Essentially it's a Sales invoice document with a sales agent and approving manager. Both are stored in the employee table with a subtype discriminator set up for 'manager' or 'sales', and views for the subtype children tables to avoid duplication errors.</p>

<p>I've supplied aliases to try and avoid duplicate columns, but when I run this script, I get the duplicate column names error:</p>

<pre><code>ORA-00957: duplicate column name
</code></pre>

<p>Does anyone know how to resolve this? Is it even possible? Any help would be greatly appreciated. Thank you in advance!</p>

<p>Edit: here's the full statement</p>

<pre><code> CREATE OR REPLACE VIEW SalesInvoiceDoc
 AS
 ( SELECT si.salinv_Num, si.salinv_Terms, si.salinv_SaleDate,
    es.empName AS SalesAgent,
    man.empName AS ApprovingManager, si.salinv_ApproveDate,
    sc.custName, sc.custHouse, sc.custCity, 
    sc.custState, sc.custZIP, sc.custPhone, sc.custEmail,
    sv.vehicle_VIN, sv.vehicle_year, sv.vehicle_make, 
        sv.vehicle_model, sv.vehicle_ext_color, sv.vehicle_trim,
        sv.vehicle_list_base_price, sv.vehicle_mileage, sv.vehicle_condition,
        sv.vehicle_description,
     ti.vehicle_make, ti.vehicle_year, ti.vehicle_model, ti.vehicle_VIN, 
        ti.tradein_allowance,
    sv.vehicle_list_base_price ""SellingPrice"", sv.shipping ""Shipping"",
        ti.tradein_allowance ""TradeAllowance"",
(sv.vehicle_list_base_price + sv.shipping - ti.tradein_allowance) ""Subtotal"",
(sv.vehicle_list_base_price + sv.shipping - ti.tradein_allowance)*.0825 ""Taxes"",
(sv.vehicle_list_base_price + sv.shipping - ti.tradein_allowance)*1.0825 ""TotalSellingPrice""

 FROM sales_invoice si
JOIN employee es
    ON (es.empID = si.salinv_EmpID)
JOIN employee man
    ON (man.empID = si.salinv_ManID)
JOIN customer sc
    ON (sc.custID = si.salinv_CustID)
JOIN vehicle sv
    ON (sv.vehicle_VIN = si.salinv_SalVIN)
LEFT OUTER JOIN vehicle ti
    ON (ti.vehicle_VIN = si.salinv_tiVIN)
 );
</code></pre>
",12/8/2016 8:59,"SQL Duplicate column names error in Create View, even with aliases",<sql-server><oracle>,2,9,0
9012779,1,9012804,26-01-2012,23-10-2020,3193,5,60122,"<p>I've got a oracle 10g PL/SQL program that I'm trying to get to run, </p>

<p>Program</p>

<pre><code>set serveroutput on size 10000;
DECLARE
     membership varchar2(1) :='Y';
     shipping number(2,2);
     quantity number(3) :=0;
BEGIN
   if membership = 'Y' then 
      if quantity  &lt;= 3 then
        shipping := 3.00;
      elsif quantity &gt; 3 and quantity &lt;= 6 then
        shipping := 5.00;
      elsif quantity &gt; 6 and quantity &lt;= 10 then
        shipping := 7.00;
      elsif quantity &gt; 10 then
        shipping := 9.00;
   end if;  
   elsif membership = 'N' then
      if quantity  &lt;= 3 then
        shipping := 5.00;
      elsif quantity &gt; 3 and quantity &lt;= 6 then
        shipping := 7.50;
      elsif quantity &gt; 6 and quantity &lt;= 10 then
        shipping := 10.00;
      elsif quantity &gt; 10 then
        shipping := 12.00;
   end if;  
end if;
DBMS_OUTPUT.PUT_LINE(shipping);
END;
</code></pre>

<p>The error I keep getting. At first I thought it was just because I was assigning quantity to a number(3), so then I would compare with 003 but that didn't work either.</p>

<pre><code> Error report:
 ORA-06502: PL/SQL: numeric or value error: number precision too large
 ORA-06512: at line 8
 06502. 00000 -  ""PL/SQL: numeric or value error%s""
 *Cause:    
 *Action:
</code></pre>
",1/26/2012 1:12,PL/SQL numeric or value error: number precision too large,<sql><oracle><plsql><oracle10g>,1,0,1
57206854,1,,25-07-2019,23-10-2020,456,1,146,"<p>I want to execute a stored procedure that has the following structure:</p>

<p><code>
PROCEDURE Proc_Genctabalcons(Idtfechai DATE, Idtfechaf DATE, Inucliente NUMBER, Inunodo NUMBER, Inupunto NUMBER, Isbuser VARCHAR2, Isbterm VARCHAR2, Isbopc VARCHAR2, Onuerror OUT INTEGER, Osberror OUT VARCHAR2);
</code></p>

<p>I want to execute the procedure from nodejs but when passing the parameters it gives me the following error:</p>

<pre class=""lang-js prettyprint-override""><code>sql = `BEGIN
        pk_emgnomi.Proc_Genctabalcons(:Idtfechai, :Idtfechaf, :Inucliente,
        :Inunodo, :Inupunto, :Isbuser, :Isbterm, :Isbopc, :Onuerror, :Osberror);
     END;
`;
    params = {
    Idtfechai: {value:  new Date('24/07/2019'), type : oracledb.DATE} ,
    Idtfechaf: {value: new Date('24/07/2019'), type: oracledb.DATE},
    Inucliente: -1 ,
    Inunodo: -1,
    Inupunto: -1,
    Isbuser: ""MIGRACION"",
    Isbterm: ""MIGRACION"",
    Isbopc: ""MIGRACION"",
    Onuerror: { type: oracledb.NUMBER, dir: oracledb.BIND_OUT},
    Onuerror: { type: oracledb.DB_TYPE_VARCHAR, dir: oracledb.BIND_OUT},

};
result = await connection.execute(sql, params);

</code></pre>

<p>when executing I have the following error: </p>

<p><strong>Error: NJS-012: encountered invalid bind data type in parameter 2</strong></p>

<p>I think this error is due to the dates, but I don't know how to give it a correct format, some help?</p>
",10/28/2019 9:47,"How can I solve the NJS error: 012, what is the correct way to add the date?",<node.js><node-oracledb>,0,1,0
1250644,1,1258322,9/8/2009,23-10-2020,4093,16,36651,"<p>I'm using Visual Studio 2008 Express Edition, and I'm trying my hand in developing a small application using Oracle.DataClient. 
I'm getting the above mentioned error, when trying to connect to the database in the target system. </p>

<p>I've added a reference to Oracle ODP.net provider for Oracle 10gR2, and in the target machine I have a copy of Oracle 10gR2 database installed. Despite this, I'm getting the error.
Before posting this, I read <a href=""https://stackoverflow.com/questions/659341/the-provider-is-not-compatible-with-the-version-of-oracle-client"">this post</a> at SO, and I have installed the instant client, the error persists.
Below is the full error stack.</p>

<pre><code>************** Exception Text **************
System.TypeInitializationException: The type initializer for 'Oracle.DataAccess.Client.OracleConnection' threw an exception. ---&gt; Oracle.DataAccess.Client.OracleException The provider is not compatible with the version of Oracle client    at Oracle.DataAccess.Client.OracleInit.Initialize()
   at Oracle.DataAccess.Client.OracleConnection..cctor()
   --- End of inner exception stack trace ---
   at Oracle.DataAccess.Client.OracleConnection..ctor(String connectionString)
   at Employees1.frmLogin.oralogin()
   at Employees1.frmLogin.btnTest_Click(Object sender, EventArgs e)
   at System.Windows.Forms.Control.OnClick(EventArgs e)
   at System.Windows.Forms.Button.OnClick(EventArgs e)
   at System.Windows.Forms.Button.OnMouseUp(MouseEventArgs mevent)
   at System.Windows.Forms.Control.WmMouseUp(Message&amp; m, MouseButtons button, Int32 clicks)
   at System.Windows.Forms.Control.WndProc(Message&amp; m)
   at System.Windows.Forms.ButtonBase.WndProc(Message&amp; m)
   at System.Windows.Forms.Button.WndProc(Message&amp; m)
   at System.Windows.Forms.Control.ControlNativeWindow.OnMessage(Message&amp; m)
   at System.Windows.Forms.Control.ControlNativeWindow.WndProc(Message&amp; m)
   at System.Windows.Forms.NativeWindow.Callback(IntPtr hWnd, Int32 msg, IntPtr wparam, IntPtr lparam)


************** Loaded Assemblies **************
mscorlib
    Assembly Version: 2.0.0.0
    Win32 Version: 2.0.50727.42 (RTM.050727-4200)
    CodeBase: file:///C:/WINDOWS/Microsoft.NET/Framework/v2.0.50727/mscorlib.dll
----------------------------------------
API Data Conversion Assistant
    Assembly Version: 0.0.0.1
    Win32 Version: 0.0.0.1
    CodeBase: file:///C:/Documents%20and%20Settings/3i/My%20Documents/My%20Dropbox/Sathya's%20dropbox/VisualStudio%20Releases/APIDataconversion/Application%20Files/API%20Data%20Conversion%20Assistant_0_0_0_3/API%20Data%20Conversion%20Assistant.exe
----------------------------------------
System.Windows.Forms
    Assembly Version: 2.0.0.0
    Win32 Version: 2.0.50727.42 (RTM.050727-4200)
    CodeBase: file:///C:/WINDOWS/assembly/GAC_MSIL/System.Windows.Forms/2.0.0.0__b77a5c561934e089/System.Windows.Forms.dll
----------------------------------------
System
    Assembly Version: 2.0.0.0
    Win32 Version: 2.0.50727.42 (RTM.050727-4200)
    CodeBase: file:///C:/WINDOWS/assembly/GAC_MSIL/System/2.0.0.0__b77a5c561934e089/System.dll
----------------------------------------
System.Drawing
    Assembly Version: 2.0.0.0
    Win32 Version: 2.0.50727.42 (RTM.050727-4200)
    CodeBase: file:///C:/WINDOWS/assembly/GAC_MSIL/System.Drawing/2.0.0.0__b03f5f7f11d50a3a/System.Drawing.dll
----------------------------------------
Oracle.DataAccess
    Assembly Version: 2.102.2.20
    Win32 Version: 2.102.2.20
</code></pre>

<p>I have Oracle 11g installed on the machine on which I developed the application, and it works fine there, but on the target machine, I'm getting this error. 
Any inputs will be appreciated.</p>

<p>PS: As mentioned above, the referenced Oracle.DataClient.dll file version corresponds to 10gR2, not 11g.</p>
",8/7/2018 7:49,The provider is not compatible with the version of Oracle client error when using Oracle.DataClient,<visual-studio-2008><oracle><odp.net>,5,2,1
16978465,1,16978522,7/6/2013,23-10-2020,2695,2,201,"<pre><code>$rowcount = 'SELECT COUNT(1) FROM (select * from isk.edi_site where postal_code = 123456)';
$stmt= oci_parse($conn, $rowcount);
oci_execute($stmt);
$num_row = oci_fetch_assoc($stmt);
$num = count($num_row, COUNT_RECURSIVE);
echo $num;
</code></pre>

<p>It counts and return the number ""1"". When I use the same SQL query in Oracle SQL developer, it echos out 4000+ count. Where would my mistake be? The column count works well..</p>
",10/27/2013 16:28,"Row count no error, but wrong result",<php><oracle>,1,0,0
